Easting,Northing,Up
-173.09109548242307,-287.9450509043367,-231.9437712025219
-173.1159762076257,-288.6726288791816,-231.94380487023165
-173.13908145354995,-289.4002949202149,-231.94383857610336
-173.160533689697,-290.128036732326,-231.94387232312565
-173.1804553857565,-290.8558420176728,-231.94390611484206
-173.19896901675384,-291.58369848281495,-231.9439399566789
-173.21619705211515,-292.31159383475676,-231.94397384643207
-173.23226195945608,-293.039515778535,-231.94400779001685
-173.2472862164603,-293.76745201337525,-231.94404178945837
-173.26139229136615,-294.495390251826,-231.9440758475837
-173.274702657521,-295.2233181956199,-231.94410996616537
-173.28733978116418,-295.95122355059175,-231.94414415004388
-173.29942613792466,-296.67909402071655,-231.9441783995334
-173.31107006618322,-297.4069190578726,-231.94421271810316
-173.32230445018953,-298.13469741376724,-231.94424710768143
-173.3331370962974,-298.8624309483921,-231.9442815665192
-173.34357577824238,-299.59012151212016,-231.9443160972309
-173.35362828550393,-300.3177709673945,-231.94435069789014
-173.36330239270376,-301.0453811627666,-231.94438537044007
-173.37260588743578,-301.7729539589571,-231.94442011449337
-173.3815465484887,-302.50049120848223,-231.94445492899592
-173.39013216008132,-303.2279947680162,-231.94448981588658
-173.3983705026804,-303.95546649303265,-231.9445247763772
-173.40626936269194,-304.68290823895325,-231.94455980706252
-173.4138365186972,-305.4103218621467,-231.94459491263638
-173.4210797529543,-306.13770921780997,-231.94463008999605
-173.42800684907846,-306.8650721595933,-231.944665342029
-173.43462558715967,-307.5924125473121,-231.94470066800426
-173.4409437518126,-308.3197322329259,-231.94473606605567
-173.44696912448433,-309.04703307432965,-231.9447715411648
-173.45270948554744,-309.774316924624,-231.94480709149045
-173.45817261865545,-310.50158564232197,-231.94484271258767
-173.4633663068201,-311.2288410821626,-231.94487841134574
-173.4682983324879,-311.9560850958634,-231.9449141846619
-173.47297647554134,-312.6833195448489,-231.94495003588776
-173.47740852129272,-313.41054628273656,-231.94498596248593
-173.4816022472488,-314.1377671637183,-231.94502196427035
-173.48556544058835,-314.8649840446283,-231.94505804374512
-173.4893058804019,-315.592198779121,-231.94509419910432
-173.49283135041804,-316.31941322509033,-231.94513043220596
-173.49614963308332,-317.04662923986217,-231.94516674411062
-173.49926850767662,-317.77384867473313,-231.94520313384504
-173.502195760604,-318.5010733881159,-231.9452396002244
-173.5049391717287,-319.2283052332082,-231.94527614596439
-173.50750652281874,-319.955546069418,-231.945312770102
-173.50990559511365,-320.6827977487711,-231.94534947615023
-173.51214417562292,-321.41006212859145,-231.94538625892258
-173.51423004075968,-322.13734106388387,-231.9454231210437
-173.51617097907894,-322.8646364088153,-231.94546006470483
-173.51797476682447,-323.5919500241149,-231.94549708872574
